Player,PTS,WS,HOF,VALUE,G,WS/48,Year,AST,STL,BLK,TOV,FG%,FT%,OWS,DWS,Pos,TRB,PPG,MVP,APG,SPG,BPG,TPG,RPG
Carlos Delfino,4115.0,22.599999999999998,NOHOF,0,507.0,0.08725,2005.0,887.0,461.0,88.0,509.0,0.39737500000000003,0.751125,7.2,15.399999999999999,SG,1815.0,8.116370808678502,0,1.7495069033530573,0.9092702169625246,0.17357001972386588,1.0039447731755424,3.5798816568047336
Carlos Rogers,2308.0,11.5,NOHOF,0,319.0,0.1085,1995.0,200.0,138.0,243.0,311.0,0.5869000000000001,0.5242222222222223,7.499999999999999,4.0,C,1339.0,7.235109717868339,0,0.6269592476489029,0.43260188087774293,0.7617554858934169,0.9749216300940439,4.197492163009405
Carlos Terry,285.0,1.5,NOHOF,0,94.0,0.03266666666666667,1981.0,124.0,54.0,27.0,82.0,0.35600000000000004,0.6946666666666667,-0.5,2.0,SG,227.0,3.0319148936170213,0,1.3191489361702127,0.574468085106383,0.2872340425531915,0.8723404255319149,2.4148936170212765
Carlton McKinney,22.0,-0.4,NOHOF,0,9.0,-0.2615,1990.0,7.0,6.0,1.0,7.0,0.236,0.5,-0.5,0.1,SG,13.0,2.4444444444444446,0,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.7777777777777778,1.4444444444444444
Carmelo Anthony,26126.0,105.00000000000001,NOHOF,0,1053.0,0.13224999999999998,2004.0,3278.0,1098.0,517.0,2931.0,0.4510625,0.8170000000000002,70.60000000000001,34.400000000000006,SF,6992.0,24.811016144349477,0,3.1130104463437798,1.0427350427350428,0.49097815764482433,2.7834757834757835,6.640075973409306
Caron Butler,14223.0,56.199999999999996,NOHOF,0,1011.0,0.07933333333333334,2003.0,2245.0,1326.0,257.0,1814.0,0.4261111111111112,0.8380000000000001,27.799999999999997,28.400000000000002,SF,5077.0,14.068249258160238,0,2.2205736894164194,1.311572700296736,0.2542037586547972,1.794263105835806,5.021760633036598
Carrick Felix,19.0,0.0,NOHOF,0,7.0,0.057,2014.0,4.0,0.0,0.0,4.0,0.5,0.75,0.0,0.0,SG,6.0,2.7142857142857144,0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.8571428571428571
Cartier Martin,1699.0,5.1,NOHOF,0,320.0,0.054090909090909085,2009.0,170.0,135.0,35.0,181.0,0.4021818181818182,0.7236,1.5000000000000002,3.8000000000000007,SF,641.0,5.309375,0,0.53125,0.421875,0.109375,0.565625,2.003125
Casey Jacobsen,2035.0,8.899999999999999,NOHOF,0,371.0,0.051333333333333335,2003.0,417.0,154.0,32.0,281.0,0.3908333333333333,0.7704999999999999,6.3,2.6,SF,683.0,5.485175202156334,0,1.123989218328841,0.41509433962264153,0.0862533692722372,0.7574123989218329,1.8409703504043127
Casey Shaw,2.0,-0.1,NOHOF,0,9.0,-0.498,1999.0,0.0,0.0,0.0,2.0,0.125,,-0.1,0.0,C,3.0,0.2222222222222222,0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333
Casper Ware,48.0,0.2,NOHOF,0,9.0,0.071,2014.0,10.0,8.0,0.0,5.0,0.429,0.833,0.1,0.1,PG,9.0,5.333333333333333,0,1.1111111111111112,0.8888888888888888,0.0,0.5555555555555556,1.0
Cazzie Russell,12377.0,51.5,NOHOF,0,817.0,0.10675,1967.0,1838.0,239.0,33.0,35.0,0.45966666666666667,0.8310833333333333,33.0,18.5,SF,3068.0,15.149326805385558,0,2.2496940024479803,0.29253365973072215,0.04039167686658507,0.042839657282741736,3.755201958384333
Cedric Ball,8.0,0.0,NOHOF,0,7.0,0.054000000000000006,1991.0,0.0,0.0,2.0,2.0,0.375,1.0,0.0,0.0,PF,11.0,1.1428571428571428,0,0.0,0.0,0.2857142857142857,0.2857142857142857,1.5714285714285714
Cedric Bozeman,26.0,-0.3,NOHOF,0,23.0,-0.077,2007.0,9.0,5.0,2.0,9.0,0.282,0.33299999999999996,-0.4,0.1,SG,23.0,1.1304347826086956,0,0.391304347826087,0.21739130434782608,0.08695652173913043,0.391304347826087,1.0
Cedric Ceballos,10219.0,46.8,NOHOF,0,746.0,0.11223529411764707,1991.0,867.0,532.0,229.0,1180.0,0.47552941176470587,0.7657058823529412,29.400000000000002,17.400000000000002,SF,3915.0,13.698391420911529,0,1.1621983914209115,0.7131367292225201,0.306970509383378,1.581769436997319,5.2479892761394105
Cedric Henderson,1907.0,3.3999999999999995,NOHOF,0,276.0,-0.003124999999999999,1987.0,419.0,228.0,111.0,409.0,0.46662500000000007,0.801875,-3.9,7.0,PF,771.0,6.909420289855072,0,1.5181159420289856,0.8260869565217391,0.40217391304347827,1.4818840579710144,2.7934782608695654
Cedric Hunter,0.0,0.0,NOHOF,0,1.0,-0.017,1992.0,0.0,0.0,0.0,0.0,,,0.0,0.0,PG,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Cedric Jackson,40.0,-0.4,NOHOF,0,24.0,-0.13175,2010.0,28.0,6.0,4.0,22.0,0.23750000000000002,0.58325,-0.6000000000000001,0.2,PG,16.0,1.6666666666666667,0,1.1666666666666667,0.25,0.16666666666666666,0.9166666666666666,0.6666666666666666
Cedric Lewis,4.0,0.1,NOHOF,0,3.0,0.613,1996.0,0.0,1.0,0.0,0.0,0.667,,0.0,0.0,C,2.0,1.3333333333333333,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
Cedric Maxwell,11274.0,84.00000000000001,NOHOF,0,916.0,0.1509230769230769,1978.0,2059.0,710.0,447.0,1977.0,0.5362307692307693,0.7810769230769231,57.1,26.699999999999996,SF,5696.0,12.307860262008735,0,2.247816593886463,0.7751091703056768,0.48799126637554585,2.158296943231441,6.218340611353712
Cedric Simmons,200.0,-2.7755575615628914e-17,NOHOF,0,107.0,-0.09542857142857143,2007.0,16.0,14.0,41.0,38.0,0.32142857142857145,0.26457142857142857,-1.0999999999999999,0.8999999999999999,PF,175.0,1.8691588785046729,0,0.14953271028037382,0.1308411214953271,0.38317757009345793,0.35514018691588783,1.6355140186915889
Cedrick Hordges,1099.0,2.2,NOHOF,0,145.0,0.035,1981.0,169.0,59.0,38.0,231.0,0.47650000000000003,0.641,0.8,1.5,PF,853.0,7.5793103448275865,0,1.1655172413793105,0.4068965517241379,0.2620689655172414,1.5931034482758621,5.882758620689655
Cezary Trybanski,16.0,-0.5,NOHOF,0,29.0,-0.3225,2003.0,1.0,2.0,8.0,12.0,0.0625,0.4666666666666666,-0.6,0.0,C,16.0,0.5517241379310345,0,0.034482758620689655,0.06896551724137931,0.27586206896551724,0.41379310344827586,0.5517241379310345
Chad Gallagher,6.0,0.1,NOHOF,0,2.0,1.442,1994.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.0,C,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0
Chad Kinch,236.0,-1.1,NOHOF,0,82.0,-0.079,1981.0,90.0,22.0,12.0,60.0,0.3586666666666667,0.7823333333333333,-1.4000000000000001,0.2,SG,66.0,2.8780487804878048,0,1.0975609756097562,0.2682926829268293,0.14634146341463414,0.7317073170731707,0.8048780487804879
Chandler Parsons,5086.0,28.0,NOHOF,0,374.0,0.09883333333333333,2012.0,1086.0,371.0,135.0,587.0,0.4503333333333333,0.7066666666666667,17.5,10.399999999999999,SF,1805.0,13.598930481283423,0,2.9037433155080214,0.9919786096256684,0.3609625668449198,1.5695187165775402,4.82620320855615
Channing Frye,7818.0,40.300000000000004,NOHOF,0,871.0,0.09976923076923076,2006.0,877.0,462.0,550.0,796.0,0.43969230769230766,0.827076923076923,21.600000000000005,19.0,C,4049.0,8.975889781859932,0,1.0068886337543055,0.5304247990815155,0.6314580941446614,0.9138920780711826,4.648679678530425
Charles Barkley*,23757.0,177.10000000000002,HOF,1,1073.0,0.21106250000000001,1985.0,4215.0,1648.0,888.0,3376.0,0.5327500000000001,0.7279374999999999,123.39999999999999,54.0,PF,12546.0,22.140726933830383,1,3.928238583410997,1.5358807082945014,0.8275862068965517,3.146318732525629,11.692451071761417
Charles Bradley,347.0,0.30000000000000004,NOHOF,0,110.0,-0.033999999999999996,1982.0,55.0,46.0,34.0,87.0,0.424,0.634,-0.9,1.3,SG,119.0,3.1545454545454548,0,0.5,0.41818181818181815,0.3090909090909091,0.7909090909090909,1.0818181818181818
Charles Claxton,2.0,0.0,NOHOF,0,3.0,-0.179,1996.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,C,2.0,0.6666666666666666,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
Charles Davis,2676.0,6.3999999999999995,NOHOF,0,497.0,0.0026666666666666683,1982.0,380.0,151.0,83.0,406.0,0.41133333333333333,0.7522727272727271,-0.8999999999999999,7.300000000000001,SF,1202.0,5.3843058350100605,0,0.7645875251509054,0.3038229376257545,0.16700201207243462,0.8169014084507042,2.4185110663983904
Charles Dudley,1908.0,13.899999999999999,NOHOF,0,361.0,0.09649999999999999,1973.0,1230.0,284.0,13.0,227.0,0.47100000000000003,0.7080000000000001,7.6000000000000005,6.3999999999999995,PG,1089.0,5.285318559556787,0,3.407202216066482,0.7867036011080333,0.036011080332409975,0.628808864265928,3.0166204986149583
Charles Jenkins,519.0,0.5,NOHOF,0,169.0,0.006499999999999999,2012.0,258.0,63.0,10.0,102.0,0.4105,0.61825,-0.19999999999999996,0.7000000000000001,PG,132.0,3.0710059171597632,0,1.5266272189349113,0.3727810650887574,0.05917159763313609,0.6035502958579881,0.7810650887573964
Charles Johnson,4764.0,14.399999999999999,NOHOF,0,592.0,0.05777777777777778,1973.0,1103.0,596.0,45.0,233.0,0.4243333333333333,0.754111111111111,2.6999999999999997,12.1,SG,1473.0,8.047297297297296,0,1.8631756756756757,1.0067567567567568,0.07601351351351351,0.3935810810810811,2.488175675675676
Charles Jones,3311.0,31.3,NOHOF,0,1043.0,0.04426086956521738,1984.0,990.0,610.0,1331.0,803.0,0.437391304347826,0.5761818181818182,6.3,25.200000000000003,PF,4299.0,3.174496644295302,0,0.9491850431447747,0.5848513902205177,1.2761265580057526,0.7698945349952061,4.12176414189837
Charles O'Bannon,120.0,0.5,NOHOF,0,48.0,0.07400000000000001,1998.0,29.0,11.0,4.0,17.0,0.403,0.9,0.2,0.30000000000000004,SG,67.0,2.5,0,0.6041666666666666,0.22916666666666666,0.08333333333333333,0.3541666666666667,1.3958333333333333
Charles Oakley,12417.0,89.4,NOHOF,0,1282.0,0.10542105263157896,1986.0,3217.0,1351.0,384.0,2785.0,0.4603684210526316,0.7756315789473683,26.200000000000003,63.29999999999999,PF,12205.0,9.685647425897036,0,2.5093603744149764,1.0538221528861154,0.2995319812792512,2.172386895475819,9.52028081123245
Charles Pittman,1060.0,4.2,NOHOF,0,234.0,0.0555,1983.0,204.0,75.0,73.0,310.0,0.5329999999999999,0.702,1.0,3.2,PF,718.0,4.52991452991453,0,0.8717948717948718,0.32051282051282054,0.31196581196581197,1.3247863247863247,3.0683760683760686
Charles Shackleford,1625.0,7.4,NOHOF,0,303.0,0.08900000000000001,1989.0,170.0,119.0,148.0,276.0,0.5031666666666667,0.6563333333333334,1.8,5.3999999999999995,C,1448.0,5.363036303630363,0,0.5610561056105611,0.3927392739273927,0.4884488448844885,0.9108910891089109,4.778877887788779
Charles Smith,9830.0,45.19999999999999,NOHOF,0,908.0,0.008782608695652186,1989.0,1132.0,653.0,954.0,1328.0,0.3952173913043479,0.6521363636363635,16.299999999999994,28.900000000000002,PF,3927.0,10.825991189427313,0,1.2466960352422907,0.7191629955947136,1.050660792951542,1.4625550660792952,4.32488986784141
Charles Thomas,48.0,-0.1,NOHOF,0,36.0,-0.042,1992.0,22.0,4.0,1.0,17.0,0.353,0.667,-0.3,0.2,SG,22.0,1.3333333333333333,0,0.6111111111111112,0.1111111111111111,0.027777777777777776,0.4722222222222222,0.6111111111111112
Charley Shipp,107.0,-0.6,NOHOF,0,23.0,,1950.0,46.0,0.0,0.0,0.0,0.255,0.725,-0.4,-0.2,G-F,0.0,4.6521739130434785,0,2.0,0.0,0.0,0.0,0.0
Charlie Bell,3212.0,12.300000000000002,NOHOF,0,383.0,0.004000000000000004,2002.0,859.0,303.0,31.0,367.0,0.359625,0.7917500000000001,7.2,4.9,SG,819.0,8.386422976501306,0,2.2428198433420365,0.7911227154046997,0.08093994778067885,0.95822454308094,2.1383812010443863
Charlie Black,1339.0,5.199999999999999,NOHOF,0,143.0,-0.14800000000000002,1950.0,335.0,0.0,0.0,0.0,0.2565,0.597,-4.9,10.1,F-C,31.0,9.363636363636363,0,2.3426573426573425,0.0,0.0,0.0,0.21678321678321677
Charlie Criss,4182.0,16.1,NOHOF,0,488.0,0.06425000000000002,1978.0,1560.0,418.0,27.0,732.0,0.41966666666666663,0.8216666666666667,8.700000000000001,7.199999999999999,PG,694.0,8.569672131147541,0,3.19672131147541,0.8565573770491803,0.055327868852459015,1.5,1.4221311475409837
Charlie Davis,1943.0,2.1999999999999997,NOHOF,0,219.0,0.022,1972.0,504.0,2.0,0.0,0.0,0.4138,0.7436,0.6,1.5000000000000002,SG,335.0,8.872146118721462,0,2.3013698630136985,0.0091324200913242,0.0,0.0,1.5296803652968036
Charlie Hardnett,1198.0,3.0,NOHOF,0,164.0,0.023333333333333334,1963.0,103.0,0.0,0.0,0.0,0.38866666666666666,0.6356666666666667,1.8000000000000003,1.1,PF,930.0,7.304878048780488,0,0.6280487804878049,0.0,0.0,0.0,5.670731707317073
Charlie Lowery,45.0,0.2,NOHOF,0,20.0,0.083,1972.0,14.0,0.0,0.0,0.0,0.447,0.611,0.1,0.2,PG,19.0,2.25,0,0.7,0.0,0.0,0.0,0.95
Charlie Parsley,22.0,0.0,NOHOF,0,9.0,,1950.0,8.0,0.0,0.0,0.0,0.258,0.857,-0.1,0.1,G,0.0,2.4444444444444446,0,0.8888888888888888,0.0,0.0,0.0,0.0
Charlie Paulk,804.0,-1.4,NOHOF,0,155.0,-0.08819999999999999,1969.0,52.0,0.0,0.0,0.0,0.29640000000000005,0.6654,-3.0000000000000004,1.7,PF,526.0,5.187096774193549,0,0.33548387096774196,0.0,0.0,0.0,3.393548387096774
Charlie Scott,11101.0,29.500000000000004,NOHOF,0,639.0,0.059000000000000004,1972.0,3074.0,718.0,169.0,894.0,0.43981818181818183,0.7637272727272729,13.200000000000003,16.1,PG,2283.0,17.37245696400626,0,4.810641627543036,1.1236306729264476,0.2644757433489828,1.3990610328638498,3.572769953051643
Charlie Sitton,91.0,0.1,NOHOF,0,43.0,0.008,1985.0,26.0,7.0,6.0,19.0,0.415,0.52,-0.2,0.3,SF,60.0,2.116279069767442,0,0.6046511627906976,0.16279069767441862,0.13953488372093023,0.4418604651162791,1.3953488372093024
Charlie Tyra,3091.0,4.9,NOHOF,0,348.0,0.029199999999999997,1958.0,315.0,0.0,0.0,0.0,0.3804,0.6736000000000001,0.6999999999999997,4.3,C,2567.0,8.882183908045977,0,0.9051724137931034,0.0,0.0,0.0,7.376436781609195
Charlie Villanueva,6808.0,22.5,NOHOF,0,656.0,0.0740909090909091,2006.0,549.0,329.0,349.0,650.0,0.42127272727272724,0.745090909090909,11.9,10.6,PF,3019.0,10.378048780487806,0,0.836890243902439,0.5015243902439024,0.5320121951219512,0.9908536585365854,4.602134146341464
Charlie Ward,4371.0,35.9,NOHOF,0,701.0,0.0756923076923077,1995.0,2754.0,840.0,139.0,1134.0,0.38346153846153846,0.7602307692307692,11.799999999999999,24.1,PG,1792.0,6.235378031383737,0,3.92867332382311,1.1982881597717547,0.19828815977175462,1.6176890156918688,2.556348074179743
Charlie Yelverton,545.0,-0.5,NOHOF,0,69.0,-0.018000000000000002,1972.0,81.0,0.0,0.0,0.0,0.389,0.7070000000000001,-0.7,0.3,SG,201.0,7.898550724637682,0,1.173913043478261,0.0,0.0,0.0,2.9130434782608696
Chase Budinger,3469.0,15.200000000000001,NOHOF,0,473.0,0.07455555555555554,2010.0,537.0,245.0,75.0,354.0,0.4347777777777778,0.7594444444444445,8.6,6.6,SF,1390.0,7.334038054968287,0,1.135306553911205,0.5179704016913319,0.15856236786469344,0.7484143763213531,2.938689217758985
Chasson Randle,274.0,1.4,NOHOF,0,52.0,0.126,2017.0,68.0,18.0,4.0,38.0,0.41966666666666663,0.9626666666666667,1.0,0.30000000000000004,PG,64.0,5.269230769230769,0,1.3076923076923077,0.34615384615384615,0.07692307692307693,0.7307692307692307,1.2307692307692308
Chauncey Billups,19303.0,141.70000000000002,NOHOF,0,1274.0,0.1413478260869565,1998.0,6843.0,1322.0,204.0,2666.0,0.3981739130434783,0.8895217391304348,109.10000000000001,32.7,PG,3611.0,15.15149136577708,0,5.3712715855573,1.0376766091051806,0.16012558869701726,2.0926216640502355,2.8343799058084773
Cheese Johnson,27.0,0.0,NOHOF,0,9.0,-0.033,1980.0,2.0,1.0,0.0,4.0,0.4,0.6,-0.1,0.0,SF,14.0,3.0,0,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,1.5555555555555556
Cheick Diallo,87.0,0.5,NOHOF,0,17.0,0.111,2017.0,4.0,4.0,7.0,7.0,0.474,0.7140000000000001,0.2,0.3,PF,73.0,5.117647058823529,0,0.23529411764705882,0.23529411764705882,0.4117647058823529,0.4117647058823529,4.294117647058823
Cheikh Samb,37.0,-0.30000000000000004,NOHOF,0,40.0,-0.1432,2008.0,2.0,7.0,22.0,7.0,0.26839999999999997,0.38225,-0.7,0.30000000000000004,C,55.0,0.925,0,0.05,0.175,0.55,0.175,1.375
Cherokee Parks,2355.0,13.6,NOHOF,0,537.0,0.06718181818181818,1996.0,311.0,232.0,342.0,322.0,0.46027272727272733,0.6248181818181817,5.699999999999999,7.9,C,1932.0,4.385474860335195,0,0.5791433891992551,0.43202979515828677,0.6368715083798883,0.5996275605214153,3.5977653631284916
Chet Walker*,18831.0,117.5,HOF,1,1032.0,0.16730769230769232,1963.0,2126.0,117.0,10.0,0.0,0.4686923076923077,0.7913076923076924,78.2,38.9,SF,7314.0,18.247093023255815,0,2.060077519379845,0.11337209302325581,0.009689922480620155,0.0,7.087209302325581
Chick Halbert,828.0,3.6,NOHOF,0,136.0,,1950.0,247.0,0.0,0.0,0.0,0.3725,0.667,2.4,1.2,C,539.0,6.088235294117647,0,1.8161764705882353,0.0,0.0,0.0,3.963235294117647
Chick Reiser,606.0,3.9,NOHOF,0,67.0,,1950.0,174.0,0.0,0.0,0.0,0.305,0.835,1.7,2.2,G-F,0.0,9.044776119402986,0,2.5970149253731343,0.0,0.0,0.0,0.0
Chico Vaughn,3391.0,11.1,NOHOF,0,383.0,0.05271428571428572,1963.0,893.0,0.0,0.0,0.0,0.40114285714285713,0.7258571428571429,3.1999999999999993,8.0,SG,842.0,8.85378590078329,0,2.3315926892950394,0.0,0.0,0.0,2.1984334203655354
Chinanu Onuaku,14.0,0.1,NOHOF,0,5.0,0.12300000000000001,2017.0,3.0,3.0,1.0,4.0,0.7140000000000001,1.0,0.1,0.1,C,10.0,2.8,0,0.6,0.6,0.2,0.8,2.0
Chink Crossin,449.0,2.1,NOHOF,0,64.0,,1950.0,148.0,0.0,0.0,0.0,0.322,0.782,-0.6,2.7,G,0.0,7.015625,0,2.3125,0.0,0.0,0.0,0.0
Chips Sobek,346.0,3.1,NOHOF,0,60.0,,1950.0,95.0,0.0,0.0,0.0,0.37799999999999995,0.7609999999999999,3.4,-0.2,G-F,0.0,5.766666666666667,0,1.5833333333333333,0.0,0.0,0.0,0.0
Chris Andersen,3860.0,41.00000000000001,NOHOF,0,722.0,0.139,2002.0,349.0,327.0,1004.0,522.0,0.5010000000000001,0.6558823529411767,21.000000000000004,19.9,C,3591.0,5.346260387811634,0,0.48337950138504154,0.45290858725761773,1.3905817174515236,0.7229916897506925,4.973684210526316
Chris Anstey,813.0,2.8,NOHOF,0,155.0,0.05366666666666667,1998.0,127.0,78.0,65.0,147.0,0.39999999999999997,0.7376666666666667,0.19999999999999996,2.6,C,534.0,5.245161290322581,0,0.8193548387096774,0.5032258064516129,0.41935483870967744,0.9483870967741935,3.445161290322581
Chris Babb,22.0,0.0,NOHOF,0,14.0,-0.008,2014.0,3.0,6.0,0.0,3.0,0.267,,-0.1,0.1,SG,17.0,1.5714285714285714,0,0.21428571428571427,0.42857142857142855,0.0,0.21428571428571427,1.2142857142857142
Chris Bosh,17189.0,106.00000000000001,NOHOF,0,893.0,0.15876923076923077,2004.0,1795.0,730.0,932.0,1807.0,0.49161538461538457,0.7954615384615384,68.8,37.4,C,7592.0,19.248600223964164,0,2.0100783874580066,0.8174692049272116,1.0436730123180291,2.0235162374020157,8.501679731243001
Chris Carr,2726.0,3.8000000000000007,NOHOF,0,393.0,0.0364,1996.0,401.0,131.0,63.0,455.0,0.3988,0.7624000000000001,2.220446049250313e-16,3.7,SG,902.0,6.9363867684478375,0,1.020356234096692,0.3333333333333333,0.16030534351145037,1.1577608142493638,2.295165394402036
Chris Childs,4072.0,25.200000000000003,NOHOF,0,618.0,0.06909090909090909,1995.0,2988.0,549.0,69.0,1220.0,0.38990909090909087,0.802090909090909,6.7,18.5,PG,1510.0,6.588996763754046,0,4.834951456310679,0.8883495145631068,0.11165048543689321,1.9741100323624596,2.44336569579288
Chris Copeland,998.0,2.9,NOHOF,0,171.0,0.0695,2013.0,107.0,32.0,30.0,129.0,0.41075,0.7657499999999999,1.1,1.8,PF,272.0,5.83625730994152,0,0.6257309941520468,0.1871345029239766,0.17543859649122806,0.7543859649122807,1.590643274853801
Chris Corchiani,460.0,1.9,NOHOF,0,122.0,0.124,1992.0,259.0,79.0,4.0,128.0,0.5946,0.77075,0.7000000000000001,1.0999999999999999,PG,136.0,3.7704918032786887,0,2.122950819672131,0.6475409836065574,0.03278688524590164,1.0491803278688525,1.1147540983606556
Chris Crawford,1654.0,6.4,NOHOF,0,252.0,0.11185714285714285,1998.0,154.0,101.0,80.0,232.0,0.4611428571428572,0.8175714285714285,4.0,2.5,PF,547.0,6.563492063492063,0,0.6111111111111112,0.4007936507936508,0.31746031746031744,0.9206349206349206,2.1706349206349205
Chris Douglas-Roberts,1571.0,5.4,NOHOF,0,222.0,0.05466666666666667,2009.0,254.0,128.0,55.0,200.0,0.39483333333333337,0.8343333333333333,1.7000000000000002,3.7000000000000006,SG,472.0,7.076576576576577,0,1.1441441441441442,0.5765765765765766,0.24774774774774774,0.9009009009009009,2.126126126126126
Chris Dudley,3823.0,26.3,NOHOF,0,950.0,0.057444444444444444,1988.0,414.0,375.0,1099.0,824.0,0.37938888888888894,0.4431176470588235,-3.6,29.399999999999995,C,5880.0,4.024210526315789,0,0.4357894736842105,0.39473684210526316,1.156842105263158,0.8673684210526316,6.189473684210526
Chris Duhon,3946.0,25.0,NOHOF,0,606.0,0.07077777777777777,2005.0,2690.0,471.0,36.0,925.0,0.39133333333333337,0.7242222222222223,11.600000000000001,13.500000000000002,PG,1364.0,6.511551155115511,0,4.438943894389439,0.7772277227722773,0.0594059405940594,1.5264026402640265,2.2508250825082508
Chris Engler,422.0,1.2999999999999998,NOHOF,0,236.0,0.008181818181818184,1983.0,53.0,39.0,58.0,105.0,0.38781818181818184,0.7041111111111111,-0.7,1.6,C,473.0,1.7881355932203389,0,0.2245762711864407,0.1652542372881356,0.2457627118644068,0.4449152542372881,2.0042372881355934
Chris Ford,8562.0,39.00000000000001,NOHOF,0,875.0,0.067,1973.0,3093.0,1267.0,217.0,936.0,0.4519166666666667,0.7372500000000001,17.099999999999998,22.2,SG,2668.0,9.785142857142857,0,3.5348571428571427,1.448,0.248,1.0697142857142856,3.049142857142857
Chris Garner,72.0,-0.8,NOHOF,0,46.0,-0.096,1998.0,63.0,28.0,5.0,34.0,0.25899999999999995,0.631,-0.9,0.1,PG,36.0,1.565217391304348,0,1.3695652173913044,0.6086956521739131,0.10869565217391304,0.7391304347826086,0.782608695652174
Chris Gatling,10200.0,44.699999999999996,NOHOF,0,951.0,0.10315789473684213,1992.0,635.0,653.0,479.0,1515.0,0.5023684210526315,0.6524736842105263,21.000000000000004,23.599999999999998,PF,5209.0,10.725552050473187,0,0.6677181913774973,0.68664563617245,0.5036803364879074,1.5930599369085174,5.4773922187171395
Chris Harris,202.0,-1.6,NOHOF,0,82.0,-0.09533333333333334,1956.0,88.0,0.0,0.0,0.0,0.24833333333333332,0.6013333333333333,-2.6,0.9000000000000001,SG,88.0,2.4634146341463414,0,1.0731707317073171,0.0,0.0,0.0,1.0731707317073171
Chris Herren,224.0,0.5,NOHOF,0,70.0,0.020999999999999998,2000.0,167.0,29.0,2.0,62.0,0.3325,0.7125,0.09999999999999998,0.4,PG,73.0,3.2,0,2.3857142857142857,0.4142857142857143,0.02857142857142857,0.8857142857142857,1.042857142857143
Chris Hunter,270.0,1.3,NOHOF,0,60.0,0.08,2010.0,37.0,13.0,35.0,30.0,0.502,0.754,0.9,0.4,C,167.0,4.5,0,0.6166666666666667,0.21666666666666667,0.5833333333333334,0.5,2.783333333333333
Chris Jefferies,365.0,-0.5,NOHOF,0,93.0,0.028499999999999998,2003.0,36.0,27.0,30.0,83.0,0.4065,0.739,-1.2,0.6000000000000001,SF,117.0,3.924731182795699,0,0.3870967741935484,0.2903225806451613,0.3225806451612903,0.8924731182795699,1.2580645161290323
Chris Jent,37.0,0.2,NOHOF,0,6.0,0.147,1994.0,8.0,0.0,0.0,5.0,0.4165,0.5,0.1,0.1,SF,16.0,6.166666666666667,0,1.3333333333333333,0.0,0.0,0.8333333333333334,2.6666666666666665
Chris Johnson,1109.0,6.199999999999999,NOHOF,0,288.0,0.08364285714285713,2011.0,126.0,140.0,102.0,158.0,0.4573571428571429,0.8015000000000001,1.9,4.2,C,554.0,3.8506944444444446,0,0.4375,0.4861111111111111,0.3541666666666667,0.5486111111111112,1.9236111111111112
Chris Kaman,8208.0,24.700000000000003,NOHOF,0,735.0,0.054615384615384614,2004.0,921.0,322.0,931.0,1544.0,0.4880769230769231,0.7583076923076923,0.40000000000000036,24.3,C,5582.0,11.16734693877551,0,1.2530612244897958,0.4380952380952381,1.2666666666666666,2.1006802721088436,7.594557823129252
Chris King,693.0,1.0,NOHOF,0,103.0,-0.033,1994.0,116.0,74.0,34.0,119.0,0.36966666666666664,0.41300000000000003,-0.8,1.8000000000000003,SF,311.0,6.728155339805825,0,1.1262135922330097,0.7184466019417476,0.3300970873786408,1.1553398058252426,3.0194174757281553
Chris McCray,0.0,-0.1,NOHOF,0,5.0,-0.537,2007.0,0.0,0.0,0.0,2.0,0.0,,-0.1,0.0,SG,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0
Chris McCullough,184.0,0.5,NOHOF,0,56.0,0.012500000000000004,2016.0,13.0,32.0,16.0,21.0,0.355,0.56125,0.1,0.5,PF,106.0,3.2857142857142856,0,0.23214285714285715,0.5714285714285714,0.2857142857142857,0.375,1.8928571428571428
Chris McNealy,466.0,2.6000000000000005,NOHOF,0,108.0,0.06366666666666666,1986.0,110.0,90.0,30.0,116.0,0.42966666666666664,0.6623333333333333,-0.1,2.6,PF,494.0,4.314814814814815,0,1.0185185185185186,0.8333333333333334,0.2777777777777778,1.0740740740740742,4.574074074074074
Chris Mihm,3744.0,16.3,NOHOF,0,512.0,0.0683,2001.0,244.0,165.0,507.0,625.0,0.4439,0.7144,6.5,9.7,C,2715.0,7.3125,0,0.4765625,0.322265625,0.990234375,1.220703125,5.302734375
Chris Mills,6357.0,37.7,NOHOF,0,568.0,0.089,1994.0,1063.0,421.0,247.0,726.0,0.41819999999999996,0.8247,18.8,19.000000000000004,SF,2808.0,11.191901408450704,0,1.8714788732394365,0.7411971830985915,0.43485915492957744,1.278169014084507,4.943661971830986
