Player,PTS,WS,HOF,VALUE,G,WS/48,Year,AST,STL,BLK,TOV,FG%,FT%,OWS,DWS,Pos,TRB,PPG,MVP,APG,SPG,BPG,TPG,RPG
Kelvin Upshaw,1028.0,2.2,NOHOF,0,192.0,-0.0010000000000000009,1989.0,428.0,134.0,13.0,203.0,0.42362500000000003,0.730857142857143,0.3,1.8000000000000003,SG,235.0,5.354166666666667,0,2.2291666666666665,0.6979166666666666,0.06770833333333333,1.0572916666666667,1.2239583333333333
Kemba Walker,8137.0,32.7,NOHOF,0,443.0,0.09833333333333333,2012.0,2381.0,606.0,175.0,927.0,0.4063333333333334,0.8241666666666667,19.299999999999997,13.3,PG,1708.0,18.367945823927766,0,5.374717832957111,1.3679458239277653,0.39503386004514673,2.0925507900677203,3.855530474040632
Ken Austin,12.0,0.0,NOHOF,0,7.0,-0.046,1984.0,1.0,1.0,1.0,3.0,0.462,,0.0,0.0,SF,3.0,1.7142857142857142,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855
Ken Bannister,1501.0,0.5999999999999999,NOHOF,0,253.0,0.036,1985.0,111.0,109.0,80.0,347.0,0.5162,0.48480000000000006,-3.9000000000000004,4.5,PF,893.0,5.932806324110672,0,0.43873517786561267,0.4308300395256917,0.31620553359683795,1.3715415019762847,3.5296442687747036
Ken Boyd,19.0,0.1,NOHOF,0,6.0,0.109,1975.0,2.0,3.0,0.0,0.0,0.5379999999999999,0.455,0.0,0.0,SF,5.0,3.1666666666666665,0,0.3333333333333333,0.5,0.0,0.0,0.8333333333333334
Ken Charles,2747.0,9.799999999999999,NOHOF,0,322.0,0.05920000000000001,1974.0,806.0,407.0,128.0,37.0,0.4418,0.7837999999999999,3.6,6.000000000000001,SG,640.0,8.531055900621118,0,2.5031055900621118,1.263975155279503,0.39751552795031053,0.11490683229813664,1.9875776397515528
Ken Durrett,649.0,0.7,NOHOF,0,168.0,0.014,1972.0,72.0,31.0,21.0,0.0,0.4123333333333334,0.6466666666666666,-0.4,1.1,SF,335.0,3.863095238095238,0,0.42857142857142855,0.18452380952380953,0.125,0.0,1.994047619047619
Ken Green,31.0,0.3,NOHOF,0,7.0,0.184,1986.0,2.0,4.0,0.0,1.0,0.48100000000000004,0.556,0.1,0.1,PF,27.0,4.428571428571429,0,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,3.857142857142857
Ken Johnson,295.0,0.8,NOHOF,0,80.0,0.021,1986.0,19.0,14.0,34.0,65.0,0.4665,0.384,-0.2,1.0,PF,275.0,3.6875,0,0.2375,0.175,0.425,0.8125,3.4375
Ken Mayfield,37.0,-0.2,NOHOF,0,13.0,-0.134,1976.0,4.0,0.0,0.0,0.0,0.37,1.0,-0.2,0.0,SG,8.0,2.8461538461538463,0,0.3076923076923077,0.0,0.0,0.0,0.6153846153846154
Ken McBride,117.0,-0.4,NOHOF,0,12.0,-0.084,1955.0,14.0,0.0,0.0,0.0,0.327,0.7240000000000001,-0.6,0.2,SG,31.0,9.75,0,1.1666666666666667,0.0,0.0,0.0,2.5833333333333335
Ken Menke,15.0,0.0,NOHOF,0,6.0,,1950.0,7.0,0.0,0.0,0.0,0.353,0.375,0.0,0.0,G,0.0,2.5,0,1.1666666666666667,0.0,0.0,0.0,0.0
Ken Murray,1471.0,-0.7,NOHOF,0,181.0,-0.065,1951.0,482.0,0.0,0.0,0.0,0.3203333333333333,0.7413333333333334,-1.2,0.5,G-F,599.0,8.12707182320442,0,2.6629834254143647,0.0,0.0,0.0,3.3093922651933703
Ken Norman,8717.0,27.099999999999998,NOHOF,0,646.0,0.049899999999999986,1988.0,1355.0,517.0,431.0,1173.0,0.4649,0.518,8.700000000000001,18.400000000000002,SF,3949.0,13.493808049535604,0,2.0975232198142413,0.8003095975232198,0.6671826625386997,1.8157894736842106,6.113003095975232
Ken Rohloff,0.0,0.0,NOHOF,0,2.0,-0.131,1964.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,G,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0
Ken Wilburn,18.0,0.1,NOHOF,0,7.0,0.000999999999999994,1968.0,3.0,0.0,0.0,0.0,0.4655,0.25,-0.1,0.0,SF,13.0,2.5714285714285716,0,0.42857142857142855,0.0,0.0,0.0,1.8571428571428572
Kendall Gill,13570.0,51.20000000000001,NOHOF,0,1013.0,0.07282352941176469,1991.0,3205.0,1583.0,456.0,1865.0,0.42764705882352944,0.760470588235294,21.7,29.3,SG,4234.0,13.395853899308984,0,3.1638696939782824,1.562685093780849,0.4501480750246792,1.84106614017769,4.179664363277394
Kendall Marshall,802.0,1.0,NOHOF,0,160.0,0.010250000000000002,2013.0,779.0,107.0,10.0,285.0,0.399,0.67,-0.2,1.1,PG,253.0,5.0125,0,4.86875,0.66875,0.0625,1.78125,1.58125
Kendrick Perkins,4631.0,28.9,NOHOF,0,878.0,0.06052941176470588,2004.0,888.0,287.0,971.0,1383.0,0.5095294117647058,0.5738235294117646,-0.5000000000000007,29.6,C,5083.0,5.274487471526196,0,1.0113895216400912,0.32687927107061504,1.1059225512528474,1.5751708428246014,5.789293849658314
Kennard Winchester,452.0,1.5,NOHOF,0,141.0,0.0864,1991.0,54.0,30.0,27.0,49.0,0.4098,0.7877500000000001,0.30000000000000004,1.2,SF,146.0,3.2056737588652484,0,0.3829787234042553,0.2127659574468085,0.19148936170212766,0.3475177304964539,1.0354609929078014
Kenneth Faried,4858.0,34.6,NOHOF,0,409.0,0.163,2012.0,432.0,322.0,356.0,569.0,0.5493333333333333,0.6541666666666667,22.599999999999998,12.0,PF,3480.0,11.877750611246944,0,1.0562347188264058,0.7872860635696821,0.8704156479217604,1.39119804400978,8.508557457212714
Kenny Anderson,13160.0,75.39999999999999,NOHOF,0,1092.0,0.0891818181818182,1992.0,6417.0,1547.0,131.0,2182.0,0.41722727272727284,0.7790000000000001,44.29999999999999,31.400000000000002,PG,3237.0,12.051282051282051,0,5.876373626373627,1.4166666666666667,0.11996336996336997,1.9981684981684982,2.9642857142857144
Kenny Battle,998.0,5.199999999999999,NOHOF,0,206.0,0.11775,1990.0,172.0,160.0,51.0,148.0,0.5525,0.7785,2.9000000000000004,2.3000000000000003,SG,519.0,4.844660194174757,0,0.8349514563106796,0.7766990291262136,0.24757281553398058,0.7184466019417476,2.5194174757281553
Kenny Carr,9637.0,40.2,NOHOF,0,827.0,0.07285714285714286,1978.0,1086.0,614.0,370.0,1744.0,0.49621428571428566,0.6974285714285714,16.799999999999997,23.2,PF,6118.0,11.652962515114874,0,1.313180169286578,0.7424425634824667,0.44740024183796856,2.1088270858524787,7.39782345828295
Kenny Dennard,268.0,1.5000000000000002,NOHOF,0,95.0,0.053333333333333344,1982.0,93.0,74.0,17.0,69.0,0.4000000000000001,0.6473333333333334,0.0,1.4000000000000001,PF,286.0,2.8210526315789473,0,0.9789473684210527,0.7789473684210526,0.17894736842105263,0.7263157894736842,3.0105263157894737
Kenny Fields,1534.0,4.9,NOHOF,0,232.0,0.06066666666666667,1985.0,249.0,129.0,49.0,234.0,0.5073333333333333,0.6656666666666667,1.6,3.3,SF,612.0,6.612068965517241,0,1.0732758620689655,0.5560344827586207,0.21120689655172414,1.0086206896551724,2.6379310344827585
Kenny Gattison,3923.0,17.0,NOHOF,0,494.0,0.05888888888888889,1987.0,444.0,290.0,327.0,602.0,0.45433333333333337,0.6248888888888888,7.500000000000001,9.4,PF,2327.0,7.941295546558704,0,0.8987854251012146,0.5870445344129555,0.6619433198380567,1.2186234817813766,4.7105263157894735
Kenny Green,466.0,-0.3,NOHOF,0,101.0,-0.020250000000000004,1986.0,25.0,14.0,20.0,85.0,0.41350000000000003,0.7170000000000001,-1.2000000000000002,0.8,SF,174.0,4.6138613861386135,0,0.24752475247524752,0.13861386138613863,0.19801980198019803,0.8415841584158416,1.7227722772277227
Kenny Higgs,1470.0,4.7,NOHOF,0,216.0,0.05633333333333334,1979.0,944.0,239.0,23.0,369.0,0.4426666666666667,0.799,2.9,1.8000000000000003,PG,391.0,6.805555555555555,0,4.37037037037037,1.1064814814814814,0.10648148148148148,1.7083333333333333,1.8101851851851851
Kenny McIntosh,1204.0,-3.1000000000000005,NOHOF,0,236.0,-0.006333333333333332,1972.0,227.0,56.0,32.0,0.0,0.36883333333333335,0.49383333333333335,-6.2,3.1,SF,927.0,5.101694915254237,0,0.961864406779661,0.23728813559322035,0.13559322033898305,0.0,3.9279661016949152
Kenny Natt,156.0,-0.2,NOHOF,0,57.0,-0.055400000000000005,1981.0,44.0,14.0,1.0,38.0,0.3158,0.56975,-0.6,0.2,SG,43.0,2.736842105263158,0,0.7719298245614035,0.24561403508771928,0.017543859649122806,0.6666666666666666,0.7543859649122807
Kenny Payne,508.0,-0.09999999999999998,NOHOF,0,144.0,0.0009999999999999992,1990.0,61.0,38.0,22.0,67.0,0.41625,0.8695,-1.2,0.9,SF,170.0,3.5277777777777777,0,0.4236111111111111,0.2638888888888889,0.1527777777777778,0.4652777777777778,1.1805555555555556
Kenny Rollins,452.0,2.7,NOHOF,0,109.0,0.011000000000000001,1950.0,177.0,0.0,0.0,0.0,0.336,0.7785,0.2,2.5,PG,45.0,4.146788990825688,0,1.6238532110091743,0.0,0.0,0.0,0.41284403669724773
Kenny Sailors,1973.0,6.9,NOHOF,0,177.0,,1950.0,529.0,0.0,0.0,0.0,0.29925,0.703,5.8999999999999995,1.0,G,240.0,11.146892655367232,0,2.9887005649717513,0.0,0.0,0.0,1.3559322033898304
Kenny Satterfield,453.0,-2.2,NOHOF,0,114.0,-0.07525000000000001,2002.0,244.0,71.0,5.0,139.0,0.29975,0.66475,-3.3,1.2000000000000002,PG,138.0,3.973684210526316,0,2.1403508771929824,0.6228070175438597,0.043859649122807015,1.219298245614035,1.2105263157894737
Kenny Sears,7808.0,59.49999999999999,NOHOF,0,606.0,0.16730000000000003,1956.0,938.0,0.0,0.0,0.0,0.4713000000000001,0.7978,49.5,10.0,PF,4348.0,12.884488448844884,0,1.5478547854785478,0.0,0.0,0.0,7.1749174917491745
Kenny Smith,10640.0,50.30000000000001,NOHOF,0,864.0,0.08213333333333334,1988.0,4634.0,857.0,73.0,1889.0,0.4643333333333333,0.8589333333333331,35.2,15.0,PG,1655.0,12.314814814814815,0,5.363425925925926,0.9918981481481481,0.08449074074074074,2.1863425925925926,1.9155092592592593
Kenny Thomas,7451.0,40.10000000000001,NOHOF,0,771.0,0.07646666666666667,2000.0,1239.0,656.0,321.0,1301.0,0.457,0.6486428571428571,16.3,24.0,PF,5405.0,9.664072632944228,0,1.6070038910505837,0.8508430609597925,0.4163424124513619,1.6874189364461738,7.0103761348897535
Kenny Walker,3128.0,17.8,NOHOF,0,448.0,0.0852857142857143,1987.0,299.0,235.0,299.0,351.0,0.4757142857142857,0.751,10.4,7.6,SF,1793.0,6.982142857142857,0,0.6674107142857143,0.5245535714285714,0.6674107142857143,0.7834821428571429,4.002232142857143
Kenny Williams,1247.0,7.4,NOHOF,0,260.0,0.11775,1991.0,161.0,76.0,166.0,136.0,0.5145,0.6735,4.4,3.0,PF,693.0,4.796153846153846,0,0.6192307692307693,0.2923076923076923,0.6384615384615384,0.5230769230769231,2.6653846153846152
Kent Bazemore,2992.0,8.299999999999999,NOHOF,0,418.0,0.031999999999999994,2013.0,630.0,344.0,153.0,512.0,0.414,0.6449999999999999,-2.1999999999999997,10.399999999999999,SG,1088.0,7.157894736842105,0,1.507177033492823,0.8229665071770335,0.3660287081339713,1.2248803827751196,2.602870813397129
Kent Benson,6866.0,36.800000000000004,NOHOF,0,753.0,0.08807692307692307,1978.0,1381.0,678.0,678.0,1226.0,0.5268461538461539,0.7377692307692308,13.399999999999999,23.5,C,4334.0,9.118193891102258,0,1.8339973439575032,0.900398406374502,0.900398406374502,1.6281540504648075,5.755644090305445
Kentavious Caldwell-Pope,3665.0,14.399999999999999,NOHOF,0,314.0,0.07125000000000001,2014.0,495.0,367.0,59.0,313.0,0.404,0.77725,6.7,7.800000000000001,SG,941.0,11.671974522292993,0,1.5764331210191083,1.1687898089171975,0.18789808917197454,0.9968152866242038,2.9968152866242037
Kenton Edelin,11.0,0.1,NOHOF,0,10.0,0.042,1985.0,10.0,5.0,4.0,3.0,0.308,0.375,0.0,0.2,SF,26.0,1.1,0,1.0,0.5,0.4,0.3,2.6
Kenyon Martin,9325.0,48.40000000000001,NOHOF,0,757.0,0.08906666666666666,2001.0,1439.0,893.0,864.0,1318.0,0.48740000000000006,0.5967333333333333,12.0,36.000000000000014,PF,5159.0,12.318361955085866,0,1.9009247027741083,1.179656538969617,1.141347424042272,1.7410832232496698,6.815059445178336
Keon Clark,3522.0,21.8,NOHOF,0,434.0,0.09187500000000001,1999.0,394.0,216.0,725.0,560.0,0.46624999999999994,0.6232857142857142,8.1,13.9,C,2530.0,8.11520737327189,0,0.9078341013824884,0.4976958525345622,1.6705069124423964,1.2903225806451613,5.829493087557604
Kermit Washington,5330.0,41.199999999999996,NOHOF,0,564.0,0.12233333333333334,1974.0,767.0,450.0,614.0,736.0,0.4974166666666667,0.6759166666666667,22.0,19.500000000000004,PF,4846.0,9.450354609929079,0,1.3599290780141844,0.7978723404255319,1.0886524822695036,1.3049645390070923,8.592198581560284
Kerry Kittles,7165.0,45.00000000000001,NOHOF,0,507.0,0.1155,1997.0,1295.0,811.0,221.0,621.0,0.430375,0.7577499999999999,26.5,18.400000000000002,SG,1983.0,14.13214990138067,0,2.554240631163708,1.5996055226824457,0.4358974358974359,1.2248520710059172,3.911242603550296
Kevin Brooks,417.0,-0.1,NOHOF,0,126.0,-0.011666666666666665,1992.0,48.0,18.0,6.0,69.0,0.40199999999999997,0.8616666666666667,-0.8,0.7999999999999999,SF,141.0,3.3095238095238093,0,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.5476190476190477,1.119047619047619
Kevin Burleson,70.0,-0.2,NOHOF,0,39.0,-0.032,2006.0,48.0,26.0,2.0,25.0,0.25,0.941,-0.6,0.4,PG,26.0,1.794871794871795,0,1.2307692307692308,0.6666666666666666,0.05128205128205128,0.6410256410256411,0.6666666666666666
Kevin Duckworth,8437.0,25.8,NOHOF,0,749.0,0.03876923076923077,1987.0,627.0,350.0,337.0,1315.0,0.4390769230769231,0.6906923076923077,6.4,19.0,C,4168.0,11.264352469959947,0,0.8371161548731643,0.4672897196261682,0.4499332443257677,1.7556742323097463,5.564753004005341
Kevin Durant,19121.0,119.9,NOHOF,0,703.0,0.22139999999999999,2008.0,2663.0,840.0,738.0,2221.0,0.49049999999999994,0.8781000000000001,85.0,34.8,SG,5031.0,27.19914651493599,1,3.7880512091038407,1.1948790896159318,1.0497866287339972,3.159317211948791,7.15647226173542
Kevin Edwards,6746.0,12.7,NOHOF,0,643.0,0.030384615384615385,1989.0,1648.0,851.0,198.0,1168.0,0.3983076923076923,0.8290769230769232,-1.9999999999999996,14.899999999999999,SG,1707.0,10.491446345256609,0,2.56298600311042,1.32348367029549,0.30793157076205285,1.8164852255054433,2.6547433903576985
Kevin Gamble,6540.0,35.1,NOHOF,0,714.0,0.075,1988.0,1400.0,505.0,184.0,630.0,0.43566666666666665,0.7651818181818182,22.8,12.299999999999999,SF,1570.0,9.159663865546218,0,1.9607843137254901,0.7072829131652661,0.25770308123249297,0.8823529411764706,2.1988795518207285
Kevin Garnett,26394.0,193.39999999999998,NOHOF,0,1509.0,0.16621739130434782,1996.0,5522.0,1905.0,2054.0,3225.0,0.4966086956521739,0.7746956521739131,100.4,92.99999999999999,SF,14973.0,17.491053677932406,1,3.659377070907886,1.2624254473161034,1.361166335321405,2.137176938369781,9.922465208747514
Kevin Grevey,7364.0,26.400000000000002,NOHOF,0,672.0,0.0754,1976.0,1247.0,392.0,112.0,748.0,0.4286,0.8183,13.2,13.600000000000001,SF,1594.0,10.958333333333334,0,1.8556547619047619,0.5833333333333334,0.16666666666666666,1.1130952380952381,2.3720238095238093
Kevin Henderson,122.0,-0.4,NOHOF,0,39.0,-0.035250000000000004,1987.0,57.0,17.0,0.0,38.0,0.39175000000000004,0.677,-0.4,0.2,PG,45.0,3.128205128205128,0,1.4615384615384615,0.4358974358974359,0.0,0.9743589743589743,1.1538461538461537
Kevin Johnson,13859.0,97.0,NOHOF,0,815.0,0.16385714285714287,1988.0,7148.0,1185.0,200.0,2404.0,0.4899999999999999,0.8513571428571429,72.8,24.3,PG,2595.0,17.004907975460124,0,8.770552147239265,1.4539877300613497,0.24539877300613497,2.949693251533742,3.184049079754601
Kevin Jones,95.0,0.2,NOHOF,0,32.0,0.032,2013.0,10.0,9.0,5.0,8.0,0.402,0.6,0.1,0.2,PF,78.0,2.96875,0,0.3125,0.28125,0.15625,0.25,2.4375
Kevin Kunnert,4833.0,22.999999999999996,NOHOF,0,619.0,0.07281818181818184,1974.0,827.0,262.0,670.0,391.0,0.4706363636363636,0.6590909090909091,10.3,12.7,C,4248.0,7.8077544426494345,0,1.3360258481421647,0.42326332794830374,1.0823909531502423,0.6316639741518578,6.8626817447495965
Kevin Loder,923.0,2.6,NOHOF,0,159.0,0.02839999999999999,1982.0,188.0,70.0,48.0,154.0,0.45199999999999996,0.6917500000000001,0.6000000000000001,2.0,SF,356.0,5.80503144654088,0,1.1823899371069182,0.44025157232704404,0.3018867924528302,0.9685534591194969,2.238993710691824
Kevin Loughery,13118.0,32.9,NOHOF,0,897.0,-0.03426666666666665,1963.0,3181.0,0.0,0.0,0.0,0.3848,0.7786428571428573,13.0,19.8,SG,2575.0,14.624303232998885,0,3.5462653288740245,0.0,0.0,0.0,2.870680044593088
Kevin Love,10593.0,70.60000000000001,NOHOF,0,576.0,0.169,2009.0,1368.0,404.0,275.0,1139.0,0.4351111111111111,0.8111111111111112,48.5,21.9,C,6612.0,18.390625,0,2.375,0.7013888888888888,0.4774305555555556,1.9774305555555556,11.479166666666666
Kevin Lynch,310.0,0.4,NOHOF,0,95.0,0.021,1992.0,108.0,48.0,15.0,68.0,0.4625,0.7224999999999999,-0.3,0.6000000000000001,SG,120.0,3.263157894736842,0,1.1368421052631579,0.5052631578947369,0.15789473684210525,0.7157894736842105,1.263157894736842
Kevin Martin,13856.0,66.7,NOHOF,0,815.0,0.11362499999999999,2005.0,1521.0,715.0,87.0,1346.0,0.420125,0.8655000000000002,53.30000000000001,13.6,PG,2552.0,17.001226993865032,0,1.8662576687116565,0.8773006134969326,0.1067484662576687,1.6515337423312884,3.1312883435582823
Kevin McHale*,17335.0,113.1,HOF,1,971.0,0.17392307692307693,1981.0,1670.0,344.0,1690.0,1893.0,0.5483846153846155,0.7913076923076924,76.00000000000001,37.1,PF,7122.0,17.85272914521112,0,1.7198764160659115,0.35427394438722964,1.740473738414006,1.949536560247168,7.33470648815654
Kevin McKenna,1320.0,4.1,NOHOF,0,243.0,0.04416666666666666,1982.0,342.0,184.0,25.0,204.0,0.4003333333333334,0.8156666666666667,0.8999999999999999,3.2,SG,317.0,5.432098765432099,0,1.4074074074074074,0.757201646090535,0.102880658436214,0.8395061728395061,1.3045267489711934
Kevin Murphy,15.0,-0.3,NOHOF,0,17.0,-0.272,2013.0,2.0,1.0,0.0,3.0,0.25,,-0.3,0.0,SG,4.0,0.8823529411764706,0,0.11764705882352941,0.058823529411764705,0.0,0.17647058823529413,0.23529411764705882
Kevin O'Shea,1361.0,5.0,NOHOF,0,239.0,0.04,1951.0,529.0,0.0,0.0,0.0,0.3412,0.676,1.2,3.6999999999999997,G,603.0,5.694560669456067,0,2.213389121338912,0.0,0.0,0.0,2.5230125523012554
Kevin Ollie,3844.0,22.100000000000005,NOHOF,0,938.0,0.04543478260869565,1998.0,2297.0,512.0,34.0,766.0,0.3701739130434783,0.7594782608695653,12.600000000000001,9.4,PG,1525.0,4.098081023454157,0,2.4488272921108742,0.5458422174840085,0.03624733475479744,0.8166311300639659,1.6257995735607675
Kevin Porter,8879.0,40.199999999999996,NOHOF,0,741.0,0.08125,1973.0,6151.0,953.0,87.0,1493.0,0.4776666666666667,0.7392500000000001,21.9,18.3,PG,1393.0,11.982456140350877,0,8.300944669365721,1.2860998650472335,0.11740890688259109,2.0148448043184883,1.8798920377867747
Kevin Pritchard,384.0,0.5,NOHOF,0,113.0,0.0635,1991.0,186.0,39.0,14.0,94.0,0.3960000000000001,0.6906666666666667,-0.1,0.6,PG,102.0,3.398230088495575,0,1.6460176991150441,0.34513274336283184,0.12389380530973451,0.831858407079646,0.9026548672566371
Kevin Restani,3613.0,15.299999999999999,NOHOF,0,651.0,0.051166666666666666,1975.0,799.0,237.0,127.0,367.0,0.44525,0.6225833333333334,8.1,7.0,PF,2426.0,5.549923195084485,0,1.2273425499231951,0.3640552995391705,0.19508448540706605,0.5637480798771122,3.726574500768049
Kevin Salvadori,42.0,-0.2,NOHOF,0,39.0,-0.053000000000000005,1997.0,13.0,2.0,24.0,17.0,0.2205,0.611,-0.5,0.30000000000000004,C,45.0,1.0769230769230769,0,0.3333333333333333,0.05128205128205128,0.6153846153846154,0.4358974358974359,1.1538461538461537
Kevin Seraphin,2516.0,5.9,NOHOF,0,423.0,0.04485714285714285,2011.0,246.0,88.0,304.0,449.0,0.4885714285714286,0.7305714285714285,-1.3000000000000003,7.4,PF,1462.0,5.947990543735225,0,0.5815602836879432,0.20803782505910165,0.7186761229314421,1.0614657210401892,3.4562647754137115
Kevin Stacom,2081.0,2.4000000000000004,NOHOF,0,415.0,0.0037500000000000016,1975.0,636.0,140.0,16.0,238.0,0.4085,0.731625,-1.5999999999999999,3.9,SG,596.0,5.014457831325301,0,1.5325301204819277,0.3373493975903614,0.03855421686746988,0.5734939759036145,1.436144578313253
Kevin Thompson,13.0,0.0,NOHOF,0,14.0,-0.016,1994.0,3.0,0.0,2.0,5.0,0.429,0.5,-0.1,0.0,C,13.0,0.9285714285714286,0,0.21428571428571427,0.0,0.14285714285714285,0.35714285714285715,0.9285714285714286
Kevin Williams,1477.0,2.5,NOHOF,0,310.0,0.022428571428571433,1984.0,372.0,197.0,45.0,306.0,0.42771428571428566,0.7865714285714286,-0.6,3.2,SG,426.0,4.764516129032258,0,1.2,0.635483870967742,0.14516129032258066,0.9870967741935484,1.3741935483870968
Kevin Willis,19923.0,90.9,NOHOF,0,1644.0,0.08537037037037039,1985.0,1517.0,1107.0,879.0,2930.0,0.4648148148148148,0.7225185185185187,36.29999999999999,54.400000000000006,PF,13803.0,12.11861313868613,0,0.9227493917274939,0.6733576642335767,0.5346715328467153,1.7822384428223845,8.395985401459853
Kevinn Pinkney,31.0,0.2,NOHOF,0,6.0,0.075,2007.0,5.0,3.0,3.0,4.0,0.444,0.667,0.1,0.1,PF,15.0,5.166666666666667,0,0.8333333333333334,0.5,0.5,0.6666666666666666,2.5
Kevon Looney,144.0,1.5,NOHOF,0,58.0,0.173,2016.0,29.0,14.0,17.0,18.0,0.547,0.618,0.7999999999999999,0.8,PF,134.0,2.4827586206896552,0,0.5,0.2413793103448276,0.29310344827586204,0.3103448275862069,2.310344827586207
Keyon Dooling,5067.0,18.499999999999996,NOHOF,0,728.0,0.058076923076923075,2001.0,1601.0,463.0,75.0,803.0,0.41584615384615387,0.8019999999999998,8.7,9.9,PG,964.0,6.960164835164835,0,2.1991758241758244,0.635989010989011,0.10302197802197802,1.103021978021978,1.3241758241758241
Khalid El-Amin,314.0,0.6,NOHOF,0,50.0,0.03,2001.0,145.0,48.0,2.0,54.0,0.37,0.778,0.2,0.4,PG,81.0,6.28,0,2.9,0.96,0.04,1.08,1.62
Khalid Reeves,2962.0,10.7,NOHOF,0,391.0,0.0438,1995.0,1230.0,305.0,44.0,617.0,0.39159999999999995,0.7472000000000001,6.400000000000001,4.4,PG,778.0,7.57544757033248,0,3.1457800511508953,0.7800511508951407,0.11253196930946291,1.578005115089514,1.989769820971867
Khris Middleton,4070.0,18.0,NOHOF,0,296.0,0.093,2013.0,809.0,392.0,61.0,492.0,0.44820000000000004,0.8664,10.7,7.3,SG,1132.0,13.75,0,2.733108108108108,1.3243243243243243,0.20608108108108109,1.662162162162162,3.824324324324324
Kiki Vandeweghe,16479.0,77.6,NOHOF,0,855.0,0.13093333333333335,1981.0,1737.0,487.0,254.0,1351.0,0.4989333333333333,0.8744666666666666,68.5,9.100000000000001,SF,2856.0,19.273684210526316,0,2.031578947368421,0.5695906432748538,0.2970760233918129,1.5801169590643276,3.3403508771929826
Kim Anderson,63.0,-0.4,NOHOF,0,21.0,-0.078,1979.0,15.0,4.0,5.0,22.0,0.312,0.536,-0.6,0.2,SF,45.0,3.0,0,0.7142857142857143,0.19047619047619047,0.23809523809523808,1.0476190476190477,2.142857142857143
Kim English,119.0,0.2,NOHOF,0,41.0,0.021,2013.0,26.0,16.0,3.0,19.0,0.375,0.7240000000000001,0.0,0.2,SG,37.0,2.902439024390244,0,0.6341463414634146,0.3902439024390244,0.07317073170731707,0.4634146341463415,0.9024390243902439
Kim Hughes,987.0,6.900000000000001,NOHOF,0,394.0,0.03885714285714286,1977.0,354.0,349.0,417.0,273.0,0.4297142857142857,0.3918333333333333,-3.0999999999999996,9.899999999999999,C,1719.0,2.50507614213198,0,0.8984771573604061,0.8857868020304569,1.0583756345177664,0.6928934010152284,4.362944162436548
Kirk Haston,32.0,-0.6000000000000001,NOHOF,0,27.0,-0.2115,2002.0,8.0,0.0,6.0,10.0,0.19999999999999998,0.5,-0.7,0.2,PF,27.0,1.1851851851851851,0,0.2962962962962963,0.0,0.2222222222222222,0.37037037037037035,1.0
Kirk Hinrich,10468.0,56.1,NOHOF,0,997.0,0.0768235294117647,2004.0,4606.0,1062.0,262.0,1768.0,0.3974117647058823,0.8021875,23.599999999999994,32.300000000000004,PG,2828.0,10.49949849548646,0,4.619859578736208,1.065195586760281,0.26278836509528586,1.773319959879639,2.8365095285857573
Kirk Penney,5.0,-0.2,NOHOF,0,6.0,-0.30100000000000005,2004.0,2.0,1.0,0.0,5.0,0.24999999999999997,,-0.2,0.0,SG,2.0,0.8333333333333334,0,0.3333333333333333,0.16666666666666666,0.0,0.8333333333333334,0.3333333333333333
Kirk Snyder,1594.0,5.6000000000000005,NOHOF,0,247.0,0.0725,2005.0,305.0,106.0,84.0,258.0,0.46083333333333326,0.68,2.4,3.2,SG,617.0,6.4534412955465585,0,1.2348178137651822,0.4291497975708502,0.340080971659919,1.0445344129554657,2.4979757085020244
Kiwane Garris,72.0,-0.2,NOHOF,0,31.0,-0.1265,1998.0,30.0,7.0,1.0,16.0,0.269,0.76,-0.2,0.0,SG,20.0,2.3225806451612905,0,0.967741935483871,0.22580645161290322,0.03225806451612903,0.5161290322580645,0.6451612903225806
Klay Thompson,8854.0,36.6,NOHOF,0,464.0,0.11266666666666668,2012.0,1045.0,422.0,251.0,810.0,0.45166666666666666,0.8515,21.900000000000002,14.7,SG,1554.0,19.08189655172414,0,2.252155172413793,0.9094827586206896,0.540948275862069,1.7456896551724137,3.3491379310344827
Kleggie Hermsen,1100.0,1.9999999999999998,NOHOF,0,158.0,-0.4333333333333333,1950.0,198.0,0.0,0.0,0.0,0.18460000000000001,0.608,-1.5,3.5,C-F,486.0,6.962025316455696,0,1.2531645569620253,0.0,0.0,0.0,3.0759493670886076
Kobe Bryant,33643.0,172.59999999999997,NOHOF,0,1346.0,0.1449,1997.0,6306.0,1944.0,640.0,4010.0,0.44139999999999996,0.8349499999999999,122.29999999999998,50.6,SG,7047.0,24.994799405646358,1,4.684992570579495,1.4442793462109955,0.475482912332838,2.9791976225854384,5.235512630014859
Korleone Young,13.0,0.1,NOHOF,0,3.0,0.28,1999.0,1.0,0.0,0.0,1.0,0.5,1.0,0.1,0.0,SF,4.0,4.333333333333333,0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.3333333333333333
