Player,PTS,WS,HOF,VALUE,G,WS/48,Year,AST,STL,BLK,TOV,FG%,FT%,OWS,DWS,Pos,TRB,PPG,MVP,APG,SPG,BPG,TPG,RPG
Dave Bing*,18327.0,68.69999999999999,HOF,1,901.0,0.09800000000000002,1967.0,5397.0,483.0,89.0,216.0,0.44125,0.7785833333333333,45.0,23.8,PG,3420.0,20.340732519422865,0,5.990011098779134,0.5360710321864595,0.09877913429522753,0.2397336293007769,3.7957824639289677
Dave Cowens*,13516.0,86.3,HOF,1,766.0,0.1369090909090909,1971.0,2910.0,599.0,488.0,543.0,0.45836363636363636,0.7884545454545453,30.499999999999993,55.9,C,10444.0,17.64490861618799,1,3.7989556135770237,0.7819843342036553,0.6370757180156658,0.7088772845953003,13.634464751958225
Dave DeBusschere*,15294.0,66.19999999999999,HOF,1,951.0,0.08571428571428572,1963.0,2688.0,67.0,39.0,0.0,0.4313571428571429,0.696,15.200000000000001,50.699999999999996,SF,10506.0,16.082018927444796,0,2.826498422712934,0.07045215562565721,0.04100946372239748,0.0,11.047318611987382
David Robinson*,20790.0,178.79999999999998,HOF,1,987.0,0.24607142857142858,1990.0,2441.0,1388.0,2954.0,2417.0,0.513,0.723,98.5,80.10000000000001,C,10497.0,21.06382978723404,1,2.4731509625126646,1.4062816616008105,2.99290780141844,2.4488348530901725,10.635258358662615
David Thompson*,11264.0,50.699999999999996,HOF,1,509.0,0.140125,1977.0,1631.0,459.0,407.0,1129.0,0.5025,0.787125,40.5,10.4,SG,1921.0,22.12966601178782,0,3.2043222003929275,0.9017681728880157,0.7996070726915521,2.218074656188605,3.774066797642436
Dennis Johnson*,15535.0,82.7,HOF,1,1100.0,0.11021428571428571,1977.0,5499.0,1477.0,675.0,2448.0,0.44635714285714284,0.8007142857142856,39.9,42.7,SG,4249.0,14.122727272727273,0,4.999090909090909,1.3427272727272728,0.6136363636363636,2.2254545454545456,3.862727272727273
Dennis Rodman*,6683.0,89.79999999999998,HOF,1,911.0,0.13935714285714287,1987.0,1600.0,611.0,531.0,1484.0,0.49571428571428583,0.5827857142857144,35.3,54.4,SF,11954.0,7.33589462129528,0,1.756311745334797,0.6706915477497256,0.5828759604829857,1.628979143798024,13.1218441273326
Dick McGuire*,5921.0,50.99999999999999,HOF,1,738.0,0.11288888888888889,1950.0,4205.0,0.0,0.0,0.0,0.39009090909090904,0.6434545454545455,29.6,21.3,PG,2784.0,8.023035230352303,0,5.697831978319783,0.0,0.0,0.0,3.772357723577236
Dikembe Mutombo*,12478.0,125.19999999999999,HOF,1,1271.0,0.15055000000000002,1992.0,1316.0,523.0,3492.0,2317.0,0.50385,0.697,51.79999999999999,73.2,C,13374.0,9.817466561762393,0,1.035405192761605,0.4114870180959874,2.747442958300551,1.8229740361919748,10.522423288749016
Dolph Schayes*,18438.0,142.3,HOF,1,996.0,0.17238461538461541,1950.0,3072.0,0.0,0.0,0.0,0.37406666666666666,0.8462666666666667,86.10000000000001,56.0,F-C,11256.0,18.512048192771083,0,3.0843373493975905,0.0,0.0,0.0,11.301204819277109
Dominique Wilkins*,28591.0,126.10000000000001,HOF,1,1148.0,0.14088235294117646,1983.0,2846.0,1470.0,672.0,2841.0,0.45370588235294124,0.8043529411764707,87.89999999999998,38.09999999999999,SF,7650.0,24.90505226480836,0,2.4790940766550524,1.2804878048780488,0.5853658536585366,2.474738675958188,6.66376306620209
Don Nelson*,10898.0,74.6,HOF,1,1053.0,0.15457142857142855,1963.0,1526.0,65.0,35.0,0.0,0.47000000000000003,0.7661428571428572,45.300000000000004,29.4,SF,5192.0,10.349477682811017,0,1.449192782526116,0.06172839506172839,0.03323836657169991,0.0,4.930674264007598
Earl Monroe*,18203.0,79.99999999999999,HOF,1,989.0,0.1102,1968.0,3736.0,473.0,121.0,305.0,0.4592,0.8075333333333333,52.10000000000001,27.6,SG,2896.0,18.40546006066734,0,3.777553083923155,0.4782608695652174,0.12234580384226491,0.3083923154701719,2.928210313447927
Ed Macauley*,11234.0,100.49999999999999,HOF,1,641.0,0.166,1950.0,2079.0,0.0,0.0,0.0,0.422,0.7443,84.4,16.3,C-F,4325.0,17.525741029641186,0,3.2433697347893915,0.0,0.0,0.0,6.747269890795632
Elgin Baylor*,23149.0,104.1,HOF,1,846.0,0.1345,1959.0,3650.0,0.0,0.0,0.0,0.43064285714285705,0.7724999999999999,63.50000000000001,40.599999999999994,SF,11463.0,27.3628841607565,0,4.314420803782506,0.0,0.0,0.0,13.549645390070921
Elvin Hayes*,27313.0,120.8,HOF,1,1303.0,0.1095625,1969.0,2398.0,864.0,1771.0,1358.0,0.4524375,0.6694374999999999,37.1,83.80000000000001,C,16279.0,20.961627014581733,0,1.8403683806600153,0.6630851880276285,1.3591711435149654,1.0422102839600922,12.493476592478896
Frank Ramsey*,8378.0,49.1,HOF,1,623.0,0.1537777777777778,1955.0,1134.0,0.0,0.0,0.0,0.39744444444444443,0.8045555555555555,23.8,25.5,SF,3410.0,13.447833065810594,0,1.8202247191011236,0.0,0.0,0.0,5.473515248796148
Gail Goodrich*,19181.0,76.60000000000001,HOF,1,1031.0,0.10485714285714287,1966.0,4805.0,545.0,72.0,390.0,0.45478571428571424,0.8019285714285713,55.6,20.799999999999997,SG,3279.0,18.604267701260913,0,4.660523763336567,0.5286129970902037,0.06983511154219205,0.37827352085354027,3.180407371483996
Gary Payton*,23447.0,154.6,HOF,1,1415.0,0.1406842105263158,1991.0,9629.0,2578.0,305.0,3217.0,0.46031578947368423,0.7247894736842107,103.59999999999997,51.00000000000001,PG,5603.0,16.570318021201413,0,6.804946996466431,1.8219081272084805,0.21554770318021202,2.273498233215548,3.9597173144876323
George Gervin*,20708.0,88.2,HOF,1,791.0,0.155,1977.0,2214.0,941.0,670.0,2137.0,0.5098,0.8449,70.3,17.7,SF,3607.0,26.1795195954488,0,2.7989886219974713,1.1896333754740835,0.8470290771175727,2.7016434892541086,4.5600505689001265
George Mikan*,8458.0,87.8,HOF,1,379.0,0.222,1950.0,1027.0,0.0,0.0,0.0,0.399,0.7815,52.300000000000004,35.5,C,4167.0,22.316622691292874,0,2.7097625329815305,0.0,0.0,0.0,10.994722955145118
George Yardley*,10272.0,65.3,HOF,1,533.0,0.1788888888888889,1954.0,880.0,0.0,0.0,0.0,0.428,0.7617777777777777,47.99999999999999,17.300000000000004,SF,4651.0,19.27204502814259,0,1.6510318949343339,0.0,0.0,0.0,8.726078799249532
Hakeem Olajuwon*,26946.0,162.59999999999997,HOF,1,1238.0,0.16811111111111107,1985.0,3058.0,2162.0,3830.0,3667.0,0.5066666666666667,0.7016666666666668,68.30000000000001,94.39999999999999,C,13748.0,21.765751211631663,1,2.470113085621971,1.7463651050080775,3.0936995153473346,2.9620355411954766,11.105008077544426
Hal Greer*,21586.0,102.7,HOF,1,1122.0,0.1182,1959.0,4540.0,0.0,0.0,0.0,0.4491333333333333,0.7999999999999999,64.89999999999999,37.800000000000004,SG,5665.0,19.23885918003565,0,4.046345811051693,0.0,0.0,0.0,5.049019607843137
Harry Gallatin*,8409.0,75.49999999999999,HOF,1,630.0,0.18285714285714286,1950.0,1145.0,0.0,0.0,0.0,0.4063333333333333,0.7741111111111111,55.0,20.7,F-C,6684.0,13.347619047619048,0,1.8174603174603174,0.0,0.0,0.0,10.60952380952381
Isiah Thomas*,18822.0,80.80000000000001,HOF,1,979.0,0.10438461538461538,1982.0,9061.0,1861.0,249.0,3682.0,0.44984615384615384,0.7595384615384616,41.1,39.59999999999999,PG,3478.0,19.225740551583247,0,9.255362614913176,1.9009193054136875,0.254341164453524,3.7609805924412667,3.5526046986721145
Jack Twyman*,15840.0,75.10000000000001,HOF,1,823.0,0.13481818181818184,1956.0,1861.0,0.0,0.0,0.0,0.44954545454545447,0.7827272727272727,59.59999999999999,15.399999999999999,SF,5424.0,19.246658566221143,0,2.261239368165249,0.0,0.0,0.0,6.590522478736331
Jamaal Wilkes*,14644.0,71.4,HOF,1,828.0,0.11075,1975.0,2050.0,1049.0,262.0,1211.0,0.48708333333333337,0.763,43.3,27.8,SF,5117.0,17.685990338164252,0,2.475845410628019,1.2669082125603865,0.3164251207729469,1.46256038647343,6.179951690821256
James Worthy*,16320.0,81.29999999999998,HOF,1,926.0,0.12325000000000001,1983.0,2791.0,1041.0,624.0,1859.0,0.5203333333333333,0.7669166666666666,51.4,29.60000000000001,SF,4708.0,17.624190064794817,0,3.014038876889849,1.1241900647948164,0.673866090712743,2.0075593952483803,5.084233261339093
Jerry Lucas*,15063.0,106.3,HOF,1,896.0,0.146,1964.0,2907.0,28.0,24.0,0.0,0.5015384615384615,0.7741538461538462,67.8,38.5,PF,13893.0,16.811383928571427,0,3.244419642857143,0.03125,0.026785714285714284,0.0,15.505580357142858
Jerry Sloan*,10571.0,49.599999999999994,HOF,1,755.0,0.0871818181818182,1966.0,1925.0,381.0,32.0,0.0,0.4229090909090909,0.7174545454545455,12.3,37.199999999999996,SG,5615.0,14.001324503311258,0,2.5496688741721854,0.5046357615894039,0.0423841059602649,0.0,7.437086092715232
Jerry West*,25192.0,162.6,HOF,1,932.0,0.21,1961.0,6238.0,81.0,23.0,0.0,0.473,0.8102857142857144,124.50000000000001,37.8,PG,5366.0,27.030042918454935,0,6.6931330472103,0.08690987124463519,0.02467811158798283,0.0,5.757510729613734
Joe Dumars*,16401.0,86.2,HOF,1,1018.0,0.1167142857142857,1986.0,4612.0,902.0,83.0,2084.0,0.45721428571428585,0.8373571428571429,63.19999999999999,23.3,SG,2203.0,16.111001964636543,0,4.530451866404715,0.8860510805500982,0.08153241650294696,2.0471512770137523,2.1640471512770136
John Havlicek*,26395.0,131.70000000000002,HOF,1,1270.0,0.1335625,1963.0,6114.0,476.0,117.0,204.0,0.43900000000000006,0.8121250000000001,57.599999999999994,73.89999999999999,SF,8007.0,20.783464566929133,0,4.814173228346457,0.37480314960629924,0.09212598425196851,0.16062992125984252,6.304724409448819
John Stockton*,19711.0,207.6,HOF,1,1504.0,0.20415789473684212,1985.0,15806.0,3265.0,315.0,4244.0,0.5124736842105262,0.8230526315789474,142.70000000000002,65.0,PG,4051.0,13.105718085106384,0,10.509308510638299,2.170877659574468,0.20944148936170212,2.8218085106382977,2.6934840425531914
Julius Erving*,18364.0,106.1,HOF,1,836.0,0.17445454545454547,1977.0,3224.0,1508.0,1293.0,2323.0,0.5047272727272727,0.78,62.1,44.300000000000004,SF,5601.0,21.966507177033492,1,3.8564593301435406,1.8038277511961722,1.5466507177033493,2.778708133971292,6.69976076555024
Kareem Abdul-Jabbar*,38387.0,273.3,HOF,1,1560.0,0.22049999999999997,1970.0,5660.0,1160.0,3189.0,2527.0,0.55835,0.7277000000000001,179.0,94.5,C,17440.0,24.60705128205128,6,3.628205128205128,0.7435897435897436,2.044230769230769,1.619871794871795,11.179487179487179
Karl Malone*,36928.0,234.60000000000002,HOF,1,1476.0,0.20278947368421052,1986.0,5248.0,2085.0,1145.0,4524.0,0.5128947368421053,0.7344736842105263,142.29999999999998,92.6,PF,14968.0,25.018970189701896,2,3.5555555555555554,1.4126016260162602,0.7757452574525745,3.065040650406504,10.140921409214092
Kevin McHale*,17335.0,113.1,HOF,1,971.0,0.17392307692307693,1981.0,1670.0,344.0,1690.0,1893.0,0.5483846153846155,0.7913076923076924,76.00000000000001,37.1,PF,7122.0,17.85272914521112,0,1.7198764160659115,0.35427394438722964,1.740473738414006,1.949536560247168,7.33470648815654
Larry Bird*,21791.0,145.9,HOF,1,897.0,0.19515384615384612,1980.0,5695.0,1556.0,755.0,2816.0,0.49115384615384616,0.8913846153846154,86.69999999999999,59.00000000000001,PF,8974.0,24.29319955406912,3,6.348940914158305,1.734671125975474,0.8416945373467113,3.1393534002229653,10.004459308807135
Lenny Wilkens*,17772.0,95.6,HOF,1,1077.0,0.11453333333333335,1961.0,7211.0,174.0,26.0,0.0,0.429,0.7692666666666667,60.30000000000001,35.5,PG,5030.0,16.501392757660167,0,6.695450324976787,0.1615598885793872,0.02414113277623027,0.0,4.670380687093779
Magic Johnson*,17707.0,155.70000000000002,HOF,1,906.0,0.2220769230769231,1980.0,10141.0,1724.0,374.0,3506.0,0.518846153846154,0.8398461538461539,110.69999999999999,45.400000000000006,SG,6559.0,19.544150110375277,3,11.193156732891833,1.9028697571743929,0.41280353200883,3.869757174392936,7.239514348785872
Michael Jordan*,32292.0,213.9,HOF,1,1072.0,0.2366,1985.0,5633.0,2514.0,893.0,2924.0,0.4882666666666667,0.8309333333333334,149.9,64.20000000000002,SG,6672.0,30.12313432835821,5,5.254664179104478,2.345149253731343,0.8330223880597015,2.7276119402985075,6.223880597014926
Mitch Richmond*,20497.0,79.3,HOF,1,976.0,0.10485714285714286,1989.0,3398.0,1211.0,254.0,2579.0,0.4491428571428572,0.8593571428571428,59.1,20.099999999999998,SG,3801.0,21.001024590163933,0,3.4815573770491803,1.2407786885245902,0.26024590163934425,2.6424180327868854,3.894467213114754
Moses Malone*,28492.0,175.79999999999998,HOF,1,1411.0,0.1547142857142857,1977.0,1885.0,1156.0,1914.0,3804.0,0.47140000000000004,0.7612,117.99999999999999,57.9,C,17284.0,20.19277108433735,3,1.3359319631467044,0.8192771084337349,1.3564847625797307,2.6959603118355777,12.249468462083628
Nate Thurmond*,14783.0,80.30000000000001,HOF,1,1042.0,0.10025,1964.0,2669.0,147.0,651.0,0.0,0.41956250000000006,0.6283125,16.099999999999994,64.5,PF,14879.0,14.187140115163148,0,2.5614203454894433,0.14107485604606526,0.6247600767754319,0.0,14.279270633397314
Neil Johnston*,10023.0,92.0,HOF,1,516.0,0.21837499999999999,1952.0,1269.0,0.0,0.0,0.0,0.43437499999999996,0.7631249999999999,74.0,18.2,C,5856.0,19.424418604651162,0,2.4593023255813953,0.0,0.0,0.0,11.348837209302326
Oscar Robertson*,26710.0,189.10000000000005,HOF,1,1040.0,0.2029285714285714,1961.0,9887.0,77.0,4.0,0.0,0.4826428571428572,0.8378571428571429,151.89999999999998,37.2,PG,7804.0,25.682692307692307,1,9.506730769230769,0.07403846153846154,0.0038461538461538464,0.0,7.503846153846154
Patrick Ewing*,24815.0,126.49999999999999,HOF,1,1183.0,0.14070588235294118,1986.0,2215.0,1136.0,2894.0,3537.0,0.49535294117647066,0.7331764705882353,44.900000000000006,81.5,C,11607.0,20.976331360946745,0,1.8723584108199494,0.9602704987320372,2.4463229078613695,2.9898562975486054,9.81149619611158
Paul Arizin*,16266.0,108.8,HOF,1,713.0,0.18266666666666664,1951.0,1665.0,0.0,0.0,0.0,0.42069999999999996,0.8084,82.30000000000001,26.7,SF,6129.0,22.813464235624124,0,2.335203366058906,0.0,0.0,0.0,8.596072931276296
Pete Maravich*,16537.0,47.0,HOF,1,701.0,0.07591666666666666,1971.0,3646.0,611.0,114.0,612.0,0.44283333333333325,0.8334166666666668,30.700000000000003,16.599999999999994,SG,2825.0,23.59058487874465,0,5.20114122681883,0.8716119828815977,0.16262482168330955,0.8730385164051355,4.029957203994294
Reggie Miller*,25279.0,174.50000000000003,HOF,1,1389.0,0.17422222222222217,1988.0,4141.0,1505.0,299.0,2409.0,0.4681666666666666,0.8875555555555557,140.39999999999998,34.0,SG,4182.0,18.199424046076313,0,2.9812814974802015,1.0835133189344852,0.21526277897768178,1.7343412526997841,3.0107991360691146
Richie Guerin*,15725.0,75.50000000000001,HOF,1,928.0,0.1328,1957.0,4586.0,0.0,0.0,0.0,0.42279999999999995,0.7908666666666665,53.400000000000006,22.3,SG,4534.0,16.945043103448278,0,4.941810344827586,0.0,0.0,0.0,4.885775862068965
Rick Barry*,18395.0,93.4,HOF,1,794.0,0.15130000000000002,1966.0,4017.0,1104.0,269.0,574.0,0.4471,0.9096000000000002,59.2,34.300000000000004,SF,5168.0,23.16750629722922,0,5.05919395465995,1.3904282115869018,0.33879093198992444,0.7229219143576826,6.508816120906801
Robert Parish*,23334.0,147.00000000000003,HOF,1,1611.0,0.14657142857142857,1977.0,2180.0,1219.0,2361.0,3183.0,0.5297142857142857,0.7176190476190476,74.1,72.89999999999999,C,14715.0,14.48417132216015,0,1.3531967721911855,0.7566728739913098,1.4655493482309125,1.9757914338919926,9.134078212290502
Sam Jones*,15411.0,92.4,HOF,1,871.0,0.18000000000000002,1958.0,2209.0,0.0,0.0,0.0,0.4535,0.7929166666666667,48.5,43.6,SG,4305.0,17.69345579793341,0,2.5361653272101035,0.0,0.0,0.0,4.942594718714122
Scottie Pippen*,18940.0,125.09999999999998,HOF,1,1178.0,0.1360588235294118,1988.0,6135.0,2307.0,947.0,3257.0,0.4617647058823529,0.7047058823529412,57.8,67.19999999999999,SF,7494.0,16.07809847198642,0,5.207979626485569,1.9584040747028864,0.8039049235993209,2.764855687606112,6.361629881154499
Shaquille O'Neal*,29428.0,184.5,HOF,1,1268.0,0.1863809523809524,1993.0,3119.0,771.0,2820.0,3491.0,0.5874285714285714,0.5205238095238096,116.00000000000001,68.69999999999999,C,13653.0,23.20820189274448,1,2.4597791798107256,0.6080441640378549,2.22397476340694,2.753154574132492,10.767350157728707
Slater Martin*,8055.0,49.900000000000006,HOF,1,811.0,0.07972727272727274,1950.0,3429.0,0.0,0.0,0.0,0.3603846153846154,0.7556923076923078,19.5,30.399999999999995,PG,2590.0,9.932182490752158,0,4.228113440197287,0.0,0.0,0.0,3.193588162762022
Spencer Haywood*,16013.0,65.8,HOF,1,828.0,0.10135714285714284,1971.0,1478.0,395.0,711.0,916.0,0.4660714285714285,0.7877142857142857,39.5,26.299999999999997,PF,7571.0,19.33937198067633,0,1.785024154589372,0.47705314009661837,0.8586956521739131,1.106280193236715,9.143719806763285
Tiny Archibald*,16481.0,83.40000000000002,HOF,1,876.0,0.11592307692307693,1971.0,6476.0,719.0,81.0,1123.0,0.46469230769230774,0.7894615384615385,65.3,18.0,PG,2046.0,18.81392694063927,0,7.392694063926941,0.8207762557077626,0.09246575342465753,1.2819634703196348,2.335616438356164
Tom Gola*,8767.0,57.699999999999996,HOF,1,771.0,0.10458333333333332,1956.0,3260.0,0.0,0.0,0.0,0.436,0.7613333333333334,31.700000000000003,25.9,SG,6134.0,11.37094682230869,0,4.2282749675745785,0.0,0.0,0.0,7.9559014267185475
Tom Heinsohn*,12194.0,59.800000000000004,HOF,1,654.0,0.14822222222222226,1957.0,1318.0,0.0,0.0,0.0,0.4027777777777778,0.79,18.3,41.7,PF,5749.0,18.64525993883792,0,2.015290519877676,0.0,0.0,0.0,8.790519877675841
Tom Sanders*,8766.0,56.49999999999999,HOF,1,916.0,0.10315384615384618,1961.0,1026.0,0.0,0.0,0.0,0.41561538461538466,0.7683846153846154,14.600000000000003,41.9,SF,5798.0,9.569868995633188,0,1.1200873362445414,0.0,0.0,0.0,6.329694323144105
Vern Mikkelsen*,10063.0,83.3,HOF,1,699.0,0.1675,1950.0,1515.0,0.0,0.0,0.0,0.40140000000000003,0.7633,48.4,35.00000000000001,PF,5940.0,14.396280400572246,0,2.167381974248927,0.0,0.0,0.0,8.49785407725322
Walt Bellamy*,25205.0,155.1,HOF,1,1290.0,0.15295,1962.0,3098.0,52.0,48.0,0.0,0.5359499999999999,0.6404500000000001,122.8,31.900000000000002,C,17303.0,19.53875968992248,0,2.4015503875968993,0.040310077519379844,0.037209302325581395,0.0,13.413178294573644
Walt Frazier*,15581.0,113.69999999999999,HOF,1,825.0,0.14561538461538465,1968.0,5040.0,681.0,63.0,139.0,0.47515384615384615,0.8031538461538462,69.19999999999999,44.49999999999999,PG,4830.0,18.886060606060607,0,6.109090909090909,0.8254545454545454,0.07636363636363637,0.1684848484848485,5.8545454545454545
Wes Unseld*,10624.0,110.20000000000002,HOF,1,984.0,0.14553846153846153,1969.0,3822.0,628.0,367.0,579.0,0.5087692307692308,0.6342307692307692,45.99999999999999,64.2,C,13769.0,10.796747967479675,1,3.8841463414634148,0.6382113821138211,0.37296747967479676,0.5884146341463414,13.992886178861788
